Wall time,Step,Value
1734429610.4073102,2306,0.5372648239135742
1734429612.5228639,2307,0.37836363911628723
1734429621.8964388,2311,0.15751996636390686
1734429624.0803924,2312,0.16965125501155853
1734429628.3774168,2314,0.5962292551994324
1734429630.5264196,2315,0.2624395191669464
1734429632.7143228,2316,0.18241484463214874
1734429638.991766,2319,0.151079460978508
1734429642.1389565,2320,0.18822042644023895
1734429644.2398486,2321,0.19114305078983307
1734429652.7663193,2325,0.17728307843208313
1734429672.7066333,2334,0.19820590317249298
1734429679.1748352,2337,0.1544334441423416
1734429688.556085,2341,0.17759695649147034
1734429692.75142,2343,0.17935490608215332
1734429697.095899,2345,0.17264267802238464
1734429699.1941988,2346,0.2085331380367279
1734429703.4422698,2348,0.1873530149459839
1734429708.5738306,2350,0.15679651498794556
1734429710.7369466,2351,0.13167458772659302
1734429717.1025944,2354,0.1509678065776825
1734429719.2426395,2355,0.1445758044719696
1734429721.431472,2356,0.19328275322914124
1734429723.6158946,2357,0.4230954647064209
1734429725.7538342,2358,0.7979387640953064
1734429734.7656248,2362,0.7447729110717773
1734429739.0123107,2364,0.6571277379989624
1734429743.2380774,2366,0.27768170833587646
1734429745.3345442,2367,0.14689600467681885
1734429747.4611747,2368,0.43760189414024353
1734429749.5640113,2369,0.6931400299072266
1734429756.7585397,2372,0.43119168281555176
1734429758.9109874,2373,0.31188803911209106
1734429761.0036442,2374,0.5031453967094421
1734429763.1414993,2375,0.5828452110290527
1734429774.611143,2380,0.19031815230846405
1734429785.1893067,2385,0.17813438177108765
1734429791.6110141,2388,0.18078342080116272
1734429793.7760537,2389,0.1859484314918518
1734429796.9281683,2390,0.2298116534948349
1734429807.5640962,2395,0.1761067658662796
1734429825.6765738,2403,0.1580967754125595
1734429832.06908,2406,0.1905662715435028
1734429834.2126672,2407,0.1756136566400528
1734429850.0136447,2414,0.21591556072235107
1734429856.5950286,2417,0.2317584604024887
1734429860.8601089,2419,0.8983559012413025
1734429874.4363596,2425,0.784008800983429
1734429876.5731091,2426,0.9773163199424744
1734429878.7988975,2427,0.7745964527130127
1734429886.2972155,2430,0.7943680286407471
1734429888.4620347,2431,0.5851620435714722
1734429903.4213686,2438,0.6536393761634827
1734429909.0131745,2440,0.23362454771995544
1734429913.3947344,2442,0.3634316921234131
1734429915.6738627,2443,0.19335898756980896
1734429917.7900991,2444,0.1981431245803833
1734429920.0024097,2445,0.18776440620422363
1734429933.719623,2451,0.2511013150215149
1734429944.3906887,2456,0.2656421661376953
1734429948.8356462,2458,0.24206046760082245
1734429950.954151,2459,0.24206970632076263
1734429953.7552562,2460,0.24238801002502441
1734429960.214372,2463,0.27702513337135315
1734429966.6016831,2466,0.18247723579406738
1734429970.8991566,2468,0.19364820420742035
1734429973.1186454,2469,0.2049768567085266
1734429980.4805884,2472,0.19067615270614624
1734429991.3220131,2477,0.18486809730529785
1734429993.4328184,2478,0.16373275220394135
1734429995.563588,2479,0.21912768483161926
1734430000.4436836,2481,0.1866224855184555
1734430006.8027318,2484,0.16812406480312347
1734430011.1734202,2486,0.17148596048355103
1734430013.3016756,2487,0.15919896960258484
1734430017.5864677,2489,0.15652355551719666
1734430022.7287328,2491,0.2441316545009613
1734430024.9015906,2492,0.28189796209335327
1734430040.0303261,2499,0.18252116441726685
1734430058.67643,2507,0.14646892249584198
1734430060.7966816,2508,0.17992621660232544
1734430063.0253093,2509,0.19565480947494507
1734430072.333969,2513,0.16960518062114716
1734430085.272231,2519,0.268829345703125
1734430094.6427429,2523,0.20847509801387787
1734430096.7087865,2524,0.17460112273693085
